,question,translation,model,condition,language,sentence
97,Question 10,"Although England ultimately remained successful, it was severely affected by the war and trade restrictions.",Qwen3-4B-Instruct-2507,rag_8_4,NL,"Hoewel Engeland uiteindelijk succesvol bleef, werd het door de oorlog en de handelsbeperkingen ernstig getroffen."
98,Question 10,"In addition, England remained active in the war, which led to major military and social costs.",Qwen3-4B-Instruct-2507,rag_8_5,NL,"Daarnaast bleef Engeland in de oorlog actief, wat leidde tot grote militaire en sociale kosten."
99,Question 10,The wars between France and England such as the Second and Third World Wars caused enormous losses and changes in society.,Qwen3-4B-Instruct-2507,rag_8_6,NL,De oorlogen tussen Frankrijk en Engeland zoals de Tweede en derde wereldoorlog veroorzaakten enorme verliezen en veranderingen in de samenleving.
100,Question 10,"On the Netherlands: In the Netherlands the impact was very destructive, especially in the period of the French occupation 1806-1814.",Qwen3-4B-Instruct-2507,rag_8_7,NL,"Op Nederland: In Nederland was de impact zeer destructief, vooral in de periode van de Franse bezetting 18061814."
101,Question 10,Napoleon restored the,Qwen3-4B-Instruct-2507,rag_8_8,NL,Napoleon herstelde de
102,Question 10,"No, Napoleon Bonaparte's impact on England and the Netherlands was not exclusively destructive.",Qwen3-4B-Instruct-2507,baseline_8_0,NL,"Nee, de impact van Napoleon Bonaparte op Engeland en Nederland was niet uitsluitend destructief."
103,Question 10,"It had complex and often contradictory consequences, depending on the time, place and context. In England, Napoleon's influence was mainly indirect but strategically important.",Qwen3-4B-Instruct-2507,baseline_8_1,NL,"Hij had complexe en vaak tegenstrijdige gevolgen, afhankelijk van de tijd, de plaats en de context.In Engeland was de invloed van Napoleon vooral indirect maar strategisch belangrijk."
104,Question 10,"The war with France, especially the Second and Third Wars from 1803 to 1815, led to major economic and social tensions.",Qwen3-4B-Instruct-2507,baseline_8_2,NL,"De oorlog met Frankrijk, vooral de Tweede en derde oorlog 18031815, leidde tot grote economische en sociale spanningen."
105,Question 10,"The British government had to strengthen itself, which resulted in greater national unity and the development of a strong navy.",Qwen3-4B-Instruct-2507,baseline_8_3,NL,"De Britse overheid moest zich versterken, wat resulteerde in een grotere nationale eenheid en het ontwikkelen van een sterke marine."
106,Question 10,"The English economy was also driven towards a more industrial and independent structure by the ""Law of the Magi"", the blockade policy.",Qwen3-4B-Instruct-2507,baseline_8_4,NL,"Ook werd de Engelse economie door de ""Wet van de Wijzen"" het blokadebeleid aangedreven naar een meer industriële en zelfstandige structuur."
107,Question 10,"The peaceful policy of the British government, such as under George III and later William Pitt, played a role in limiting Napoleon's influence.",Qwen3-4B-Instruct-2507,baseline_8_5,NL,"Daarbij speelde de vreedzame politiek van de Britse regering, zoals onder George III en later William Pitt, een rol om de invloed van Napoleon te beperken."
108,Question 10,"In some cases, such as the attack on French trade routes, damage and unrest were also caused, but these effects were usually temporary or limited. In the Netherlands the impact was much more direct",Qwen3-4B-Instruct-2507,baseline_8_6,NL,"In sommige gevallen, zoals bij de aanval op de Franse handelsroutes, werden er ook schade en onrust veroorzaakt, maar deze effecten waren meestal tijdelijk of beperkt.In Nederland was de impact veel direct"
109,Question 10,"Yes, Napoleon Bonaparte's impact on England and the Netherlands was destructive in many ways.",Qwen3-4B-Instruct-2507,rag_9_0,NL,"Ja, de impact van Napoleon Bonaparte op Engeland en Nederland was in veel opzichten destructief."
110,Question 10,"On England: Napoleon's policies, especially the land-based system of blocking trade between Europe and England, had a major negative impact.",Qwen3-4B-Instruct-2507,rag_9_1,NL,"Op Engeland: Napoleon's beleid, vooral het stelsel van het vaste land het blokkeren van handel tussen Europa en Engeland, had een grote negatieve invloed."
111,Question 10,"This measure cut off England from trade with the rest of Europe, causing severe economic pain.",Qwen3-4B-Instruct-2507,rag_9_2,NL,"Door deze maatregel werd Engeland afgesneden van de handel met de rest van Europa, wat leidde tot ernstige economische pijn."
112,Question 10,"The British economy depended on trade, and the disruption of these trade routes caused inflation, poverty and social unrest.",Qwen3-4B-Instruct-2507,rag_9_3,NL,"De Britse economie was afhankelijk van handel, en de verstooring van deze handelsroutes veroorzaakte inflatie, armoede en sociale onrust."
113,Question 10,"Although England was ultimately successful in winning the war, for example through the British navy and warships, the policy remained a heavy burden on the population.",Qwen3-4B-Instruct-2507,rag_9_4,NL,"Hoewel Engeland uiteindelijk succesvol was in het overwinnen van de oorlog bijvoorbeeld via de Britse marine en de oorlogsschepen, bleef het beleid een zware belasting voor de bevolking."
114,Question 10,"In addition, England was increasingly confronted with military and political threats during the war, which also caused many losses in the battle against Napoleon.",Qwen3-4B-Instruct-2507,rag_9_5,NL,"Daarnaast werd Engeland in de oorlog steeds meer geconfronteerd met militaire en politieke dreigingen, waardoor het ook in de strijd tegen Napoleon veel verliezen suste."
115,Question 10,"On the Netherlands: In the Netherlands, Napoleon's influence was also destructive.",Qwen3-4B-Instruct-2507,rag_9_6,NL,Op Nederland: In Nederland was de invloed van Napoleon eveneens destructief.
116,Question 10,"After the French war of 1806-1813, the Netherlands became subject to the French",Qwen3-4B-Instruct-2507,rag_9_7,NL,Na de Franse oorlog 18061813 werd Nederland onderworpen aan het Franse
117,Question 10,"No, Napoleon Bonaparte's impact on England and the Netherlands was not exclusively destructive.",Qwen3-4B-Instruct-2507,baseline_9_0,NL,"Nee, de impact van Napoleon Bonaparte op Engeland en Nederland was niet uitsluitend destructief."
118,Question 10,"It had complex and often contradictory consequences depending on the time, circumstances and political situation. In England, Napoleon had no direct destructive influence on the country itself, but he did cause great tensions.",Qwen3-4B-Instruct-2507,baseline_9_1,NL,"Hij had complexe en vaak tegenstrijdige gevolgen, afhankelijk van de tijd, de omstandigheden en de politieke situatie.In Engeland had Napoleon geen directe destructieve invloed op het land zelf, maar hij veroorzaakte wel grote spanningen."
119,Question 10,"The war with France, the Napoleonic Wars, led to a long-term conflict that affected the economy and society in England.",Qwen3-4B-Instruct-2507,baseline_9_2,NL,De oorlog met Frankrijk de Napoleontische oorlogen leidde tot een langdurig conflict dat de economie en de maatschappij in Engeland betrof.
120,Question 10,"However, England continued to be a strong power and developed further through the war.",Qwen3-4B-Instruct-2507,baseline_9_3,NL,"Echter, Engeland bleef een sterke macht blijven en ontwikkelde zich verder door de oorlog."
121,Question 10,It was strengthened mainly by the British navy and industrial growth.,Qwen3-4B-Instruct-2507,baseline_9_4,NL,Het vooral door de Britse marine en de industriële groei werd versterkt.
122,Question 10,"Moreover, the war played a role in the development of the modern world order, such as the formation of a democratic and freedom-based state. In the Netherlands the impact was much clearer and sometimes negative.",Qwen3-4B-Instruct-2507,baseline_9_5,NL,"Bovendien speelde de oorlog een rol in de ontwikkeling van de moderne wereldorde, zoals de vorming van een democratische en vrijheidsgebaseerde staat.In Nederland was de impact veel duidelijker en soms negatief."
123,Question 10,"Napoleon subjected the Netherlands to the Civil Code Civil in 1806, which laid an important foundation for the rule of law and civil freedom.",Qwen3-4B-Instruct-2507,baseline_9_6,NL,"Napoleon heeft Nederland in 1806 onderworpen aan de Burgerlijke Wetgeving code civil, wat een belangrijke basis legde voor de rechtsstaat en de burgerlijke vrijheid."
124,Question 10,His policies lead,Qwen3-4B-Instruct-2507,baseline_9_7,NL,Zijn beleid leid
125,Question 10,"Napoleon Bonaparte's impact on England and the Netherlands, while significant, was not uniquely or exclusively destructive depending on how one interprets the term ""destructive"".",Qwen3-4B-Instruct-2507,rag_10_0,NL,"De impact van Napoleon Bonaparte op Engeland en Nederland was weliswaar aanzienlijk, maar niet uniek of exclusief destructief het hangt af van hoe men de term ""destructief"" interpreteert."
126,Question 10,"On England: Napoleon had no direct military or political control over England, but his policies, such as the continental system of blocking trade through European countries, had strong economic consequences.",Qwen3-4B-Instruct-2507,rag_10_1,NL,"Op Engeland: Napoleon had geen directe militaire of politieke controle over Engeland, maar zijn beleidsmaatregelen, zoals het systeem van het vaste land het blokkeren van handel via Europese landen, hadden sterke economische gevolgen."
127,Question 10,"By banning trade between Europe and England, England was forced to develop a strong war economy, including the growth of British shipping and industrial production.",Qwen3-4B-Instruct-2507,rag_10_2,NL,"Door het verboden van handel tussen Europa en Engeland, werd Engeland gedwongen om een sterke oorlogseconomie te ontwikkelen, waaronder de groei van de Britse scheepvaart en industriële productie."
128,Question 10,"This pressure led to a strong strengthening of England's economic and military capabilities, which contributed to England's independence and power in the long term.",Qwen3-4B-Instruct-2507,rag_10_3,NL,"Deze druk leidde tot een sterke versterking van het Engelse economisch en militair vermogen, wat in de lange termijn bijdrageerde aan de onafhankelijkheid en macht van Engeland."
